brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,seats,selling_price
Skoda,Rapid,9,103000,Petrol,Automatic,14.3,1598,5,550000
Tata,Hexa,4,60000,Diesel,Manual,17.6,2179,7,1200000
Hyundai,i10,11,49700,Petrol,Automatic,19.2,1197,5,342000
Mahindra,XUV500,8,60000,Diesel,Manual,15.1,2179,7,544000
Maruti,Alto,3,29000,Petrol,Manual,24.7,796,5,350000
Maruti,Swift Dzire,4,75000,Diesel,Manual,23.4,1248,5,745000
BMW,3,5,60000,Diesel,Automatic,21.76,1995,5,2950000
Maruti,Swift,3,50000,Diesel,Manual,28.4,1248,5,684000
Toyota,Innova,4,97000,Diesel,Manual,13.68,2393,7,1750000
Honda,Jazz,5,40000,Diesel,Manual,27.3,1498,5,680000
Tata,Safari,7,88000,Diesel,Manual,14,2179,7,465000
Mahindra,Bolero,8,65784,Diesel,Manual,15.96,2523,7,345000
Datsun,GO,5,40000,Petrol,Manual,20.63,1198,5,335000
Toyota,Innova,10,89000,Diesel,Manual,12.8,2494,8,650000
Mahindra,Bolero,5,120000,Diesel,Manual,15.96,2523,7,610000
Hyundai,Grand,2,4800,Petrol,Manual,18.9,1197,5,550000
Maruti,Swift,5,40000,Petrol,Manual,20.4,1197,5,350000
Skoda,Rapid,2,35000,Diesel,Manual,21.13,1498,5,950000
Hyundai,i20,4,12000,Petrol,Manual,18.6,1197,5,745000
Maruti,Alto,1,11000,Petrol,Manual,22.05,796,5,350000
BMW,X1,10,88831,Diesel,Automatic,17.05,1995,5,1050000
BMW,X5,6,75000,Diesel,Automatic,13.38,2993,5,4000000
Mahindra,XUV500,4,50000,Diesel,Automatic,16,2179,7,1600000
Honda,City,5,60000,Petrol,Manual,17.8,1497,5,850000
Maruti,Swift Dzire,5,84000,Diesel,Manual,26.59,1248,5,465000
Honda,CR-V,13,120000,Petrol,Automatic,10.1,2354,5,600000
Skoda,Octavia,18,120340,Diesel,Manual,18.7,1896,5,200000
Mahindra,XUV500,3,35000,Diesel,Manual,15.1,2179,7,1650000
Hyundai,Grand,5,80000,Diesel,Manual,24,1120,5,480000
Maruti,Wagon R,6,72000,Petrol,Manual,18.9,998,5,341000
Renault,KWID,5,53000,Petrol,Manual,25.17,799,5,230000
Renault,KWID,5,35000,Petrol,Manual,25.17,799,5,250000
Hyundai,i20,9,100000,Diesel,Manual,23,1396,5,450000
Maruti,Ciaz,5,40000,Diesel,Manual,28.09,1248,5,850000
Toyota,Innova,5,70001,Diesel,Manual,12.99,2494,7,975000
Mahindra,Bolero,1,30000,Diesel,Manual,16.5,1493,7,790000
Hyundai,i20,5,32959,Diesel,Manual,22.54,1396,5,681000
Honda,Jazz,4,34000,Petrol,Automatic,18.2,1199,5,550000
Volkswagen,Vento,8,45000,Petrol,Manual,15.04,1598,5,400000
Maruti,Celerio,2,18500,Petrol,Automatic,21.63,998,5,575000
Volkswagen,Polo,8,59000,Petrol,Manual,16.47,1198,5,350000
Maruti,Celerio,5,50000,Petrol,Manual,23.1,998,5,400000
Toyota,Fortuner,8,107030,Diesel,Manual,13,2982,7,1375000
BMW,3,10,35000,Diesel,Automatic,16.07,1995,5,1150000
Maruti,Alto,9,25000,Petrol,Manual,20.92,998,5,200000
Volkswagen,Polo,10,70000,Petrol,Manual,16.47,1198,5,380000
Datsun,GO,6,30000,Petrol,Manual,20.63,1198,5,225000
Hyundai,Verna,3,44000,Petrol,Manual,17,1591,5,900000
Maruti,Swift Dzire,3,100000,Petrol,Manual,19,1197,5,375000
Toyota,Innova,11,163876,Diesel,Manual,12.8,2494,8,675000
Toyota,Innova,8,151000,Diesel,Manual,12.99,2494,7,750000
Maruti,Swift Dzire,2,20000,Petrol,Manual,22,1197,5,610000
Maruti,Dzire VXI,12,91200,Petrol,Manual,23.26,1197,5,280000
Datsun,redi-GO,4,50500,Petrol,Manual,20.71,799,5,250000
Maruti,Alto,2,5000,Petrol,Manual,23.95,998,5,355000
Mahindra,Scorpio,3,38500,Diesel,Manual,16.36,2179,7,1520000
Renault,KWID,5,60000,Petrol,Manual,25.17,799,5,270000
Hyundai,i20,8,77000,Diesel,Manual,23,1396,5,455000
Jaguar,XF,6,52353,Diesel,Automatic,16.36,2179,5,2400000
Maruti,Swift Dzire,6,32524,Petrol,Manual,19,1197,5,560000
Maruti,Ertiga,4,60000,Diesel,Manual,24.52,1248,7,800000
Audi,A6,9,77000,Diesel,Automatic,17.68,1968,5,1750000
Honda,Amaze,8,65675,Diesel,Manual,25.8,1498,5,490000
Tata,Tiago,5,70000,Petrol,Manual,23.84,1199,5,285000
Honda,City,9,47321,Petrol,Manual,17.4,1497,5,349000
Maruti,Ciaz,5,42564,Diesel,Manual,28.09,1248,5,485000
Maruti,Baleno,5,30000,Diesel,Manual,27.39,1248,5,585000
Tata,Nexon,2,18593,Petrol,Manual,17,1198,5,675000
Honda,City,7,90000,Diesel,Manual,25.1,1498,5,550000
Datsun,GO,5,70000,Petrol,Manual,20.63,1198,5,180000
Maruti,Baleno,1,25000,Petrol,Manual,21.01,1197,5,700000
Maruti,Ertiga,5,21600,Petrol,Manual,17.5,1373,7,725000
Maruti,Swift Dzire,9,60000,Petrol,Manual,17.5,1298,5,350000
Honda,City,7,63339,Diesel,Manual,26,1498,5,675000
Mercedes-Benz,GL-Class,6,115000,Diesel,Automatic,11.3,2987,7,3700000
Datsun,RediGO,5,18000,Petrol,Manual,22.7,799,5,285000
Maruti,Swift Dzire,8,41170,Petrol,Manual,19.1,1197,5,380000
Honda,WR-V,3,15799,Petrol,Manual,17.5,1199,5,749000
Mercedes-Benz,C-Class,8,59000,Diesel,Automatic,14.84,2143,5,1280000
Maruti,Swift,6,45000,Diesel,Manual,28.4,1248,5,475000
Maruti,Swift Dzire,3,40000,Petrol,Manual,21.21,1197,5,600000
Skoda,Octavia,4,31001,Diesel,Automatic,19.5,1968,5,1399000
Maruti,Wagon R,5,21517,Petrol,Manual,18.9,998,5,315000
Maruti,Swift Dzire,8,50000,Petrol,Manual,19.1,1197,5,375000
Hyundai,Creta,3,10000,Petrol,Manual,15.29,1591,5,1235000
Honda,Amaze,5,44340,Diesel,Manual,25.8,1498,5,715000
Ford,Ecosport,6,36497,Diesel,Manual,21.7,1498,5,550000
Ford,Figo,10,90000,Diesel,Manual,20,1399,5,230000
Maruti,Swift Dzire,11,46100,Petrol,Automatic,21.21,1197,5,280000
Maruti,Ciaz,4,35700,Diesel,Manual,28.09,1248,5,650000
Maruti,Swift Dzire,3,35000,Petrol,Manual,21.21,1197,5,550000
Maruti,Ertiga,7,119000,Diesel,Manual,20.77,1248,7,700000
Ford,Endeavour,11,80000,Diesel,Automatic,11.4,2953,7,750000
Maruti,Wagon R,12,48192,Petrol,Manual,18.9,1061,5,200000
Ford,Ecosport,3,53000,Diesel,Manual,23,1498,5,1100000
Maruti,Swift Dzire,6,120000,Diesel,Manual,26.59,1248,5,500000
Honda,City,7,80000,Diesel,Manual,25.1,1498,5,575000
Renault,Duster,9,50000,Diesel,Manual,19.01,1461,5,375000
Maruti,Alto,4,15554,Petrol,Manual,22.05,796,5,310000
Maruti,Swift,5,86448,Diesel,Manual,28.4,1248,5,525000
Maruti,Swift,11,87000,Diesel,Manual,17.8,1248,5,205000
Mahindra,XUV500,6,110000,Diesel,Manual,15.1,2179,7,850000
Maruti,Swift Dzire,6,60000,Diesel,Manual,26.59,1248,5,500000
Hyundai,Verna,4,23211,Diesel,Manual,23.9,1582,5,825000
Honda,Amaze,2,16000,Petrol,Manual,19.5,1199,5,725000
Honda,City,4,80000,Diesel,Manual,26,1498,5,750000
Mahindra,KUV,5,30000,Diesel,Manual,25.32,1198,6,580000
Maruti,Wagon R,10,57000,CNG,Manual,26.2,998,5,220000
Honda,City,7,233000,Diesel,Manual,25.1,1498,5,500000
Honda,City,9,29512,Petrol,Manual,16.8,1497,5,380000
Maruti,Swift Dzire,7,100000,Diesel,Manual,23.4,1248,5,450000
Hyundai,Grand,6,39000,Petrol,Manual,18.9,1197,5,410000
Volkswagen,Vento,11,41000,Diesel,Manual,20.54,1598,5,285000
Maruti,Alto,6,42000,Petrol,Manual,23.95,998,5,285000
Ford,Ecosport,5,50000,Diesel,Manual,21.7,1498,5,650000
Honda,Jazz,11,42000,Petrol,Manual,16,1198,5,280000
Hyundai,i10,9,80000,Petrol,Manual,19.81,1086,5,210000
Maruti,Wagon R,6,60000,Petrol,Manual,20.51,998,5,310000
Skoda,Superb,11,50000,Petrol,Automatic,12.6,1798,5,375000
Hyundai,Verna,6,30337,Petrol,Manual,17.1,1591,5,569000
Hyundai,i20,3,39000,Diesel,Manual,22.54,1396,5,625000
Hyundai,Santro,14,40000,Petrol,Manual,17.92,1086,5,95000
Maruti,Vitara,4,40000,Diesel,Manual,24.3,1248,5,810000
Toyota,Innova,3,40000,Diesel,Manual,13.68,2393,7,1875000
Honda,Jazz,5,19000,Diesel,Manual,27.3,1498,5,490000
Maruti,Vitara,5,75000,Diesel,Manual,24.3,1248,5,825000
Hyundai,Verna,5,48000,Diesel,Manual,23.9,1582,5,650000
Tata,Tiago,3,40000,Diesel,Manual,27.28,1047,5,350000
Maruti,Ciaz,6,103000,Diesel,Manual,28.09,1248,5,530000
Honda,WR-V,3,15797,Diesel,Manual,25.5,1498,5,825000
Ford,Ecosport,4,115000,Diesel,Manual,23,1498,5,650000
Tata,Safari,2,30000,Diesel,Manual,14.1,2179,7,1270000
Maruti,Vitara,3,31000,Diesel,Automatic,24.3,1248,5,849000
Honda,Amaze,8,47277,Diesel,Manual,25.8,1498,5,399000
Maruti,Ciaz,5,28963,Diesel,Manual,28.09,1248,5,600000
Maruti,Swift Dzire,4,31000,Petrol,Manual,20.85,1197,5,650000
Maruti,Wagon R,16,29957,Petrol,Manual,18.9,998,5,150000
Maruti,Ertiga,5,44160,Diesel,Manual,24.52,1248,7,670000
Maruti,Swift Dzire,9,55000,Diesel,Manual,19.3,1248,5,325000
Honda,Jazz,6,51000,Petrol,Automatic,19,1199,5,560000
Maruti,Swift Dzire,5,23211,Petrol,Manual,20.85,1197,5,535000
Volkswagen,Polo,6,23569,Petrol,Manual,16.2,1199,5,425000
Ford,Ecosport,7,95000,Diesel,Manual,22.7,1498,5,425000
Renault,KWID,4,15000,Petrol,Manual,23.01,999,5,350000
Hyundai,Grand,5,37902,Petrol,Manual,18.9,1197,5,450000
Maruti,Ertiga,9,90000,Diesel,Manual,20.77,1248,7,520000
Mahindra,Scorpio,12,120000,Diesel,Manual,12.05,2179,7,400000
Maruti,Wagon R,6,69000,CNG,Manual,33.54,998,5,350000
Hyundai,i10,10,58519,Petrol,Manual,19.81,1086,5,260000
Hyundai,Creta,6,65000,Diesel,Manual,19.67,1582,5,849000
Mahindra,XUV500,6,59706,Diesel,Manual,15.1,2179,7,875000
Hyundai,i20,5,50000,Diesel,Manual,21.19,1396,5,550000
Ford,Freestyle,3,30000,Petrol,Manual,19,1194,5,630000
Audi,A4,4,40000,Petrol,Automatic,17.84,1395,5,3100000
Ford,Ecosport,4,11448,Petrol,Manual,17,1497,5,700000
Honda,WR-V,4,31031,Diesel,Manual,25.5,1498,5,725000
Hyundai,Grand,4,40813,Petrol,Manual,18.9,1197,5,450000
Maruti,Wagon R,9,37300,Petrol,Manual,18.9,998,5,275000
Volkswagen,Polo,6,47000,Diesel,Manual,20.14,1498,5,450000
Honda,City,13,46252,Petrol,Manual,17.7,1497,5,225000
Hyundai,Grand,2,35000,Diesel,Manual,24,1186,5,575000
Maruti,Alto,3,5000,Petrol,Manual,24.7,796,5,300000
Maruti,Swift Dzire,7,33000,Petrol,Manual,19.1,1197,5,395000
Hyundai,i20,5,52000,Diesel,Manual,22.54,1396,5,625000
Honda,City,9,55000,Petrol,Manual,16.8,1497,5,379000
Maruti,Swift,9,76000,Diesel,Manual,22.9,1248,5,425000
Maruti,Swift Dzire,8,90000,Diesel,Manual,23.4,1248,5,370000
Ford,Aspire,4,25000,Diesel,Manual,25.83,1498,5,615000
Maruti,Swift Dzire,9,60000,Diesel,Manual,19.3,1248,5,370000
BMW,X3,8,37000,Diesel,Automatic,16.09,1995,5,2375000
Maruti,Swift,3,34000,Diesel,Automatic,28.4,1248,5,725000
Maruti,Eeco,8,18000,Petrol,Manual,15.37,1196,7,225000
Hyundai,i10,11,60000,Petrol,Manual,20.36,1197,5,190000
Hyundai,i20,5,64000,Diesel,Manual,22.54,1396,5,535000
Ford,Aspire,3,57350,Diesel,Manual,25.83,1498,5,659000
Hyundai,i10,9,46100,Petrol,Manual,20.36,1197,5,270000
BMW,X5,5,85000,Diesel,Automatic,15.97,2993,5,3600000
Maruti,Swift Dzire,6,25000,Petrol,Manual,20.85,1197,5,460000
Hyundai,Grand,6,30000,Diesel,Manual,24,1120,5,335000
Maruti,Alto,9,21000,Petrol,Manual,19.7,796,5,140000
Maruti,Alto,2,30000,Petrol,Manual,23.95,998,5,350000
Maruti,Alto,3,25000,Petrol,Manual,24.7,796,5,255000
Maruti,Ertiga,5,42000,Diesel,Manual,24.52,1248,7,699000
Maruti,Wagon R,10,120000,Petrol,Manual,18.9,998,5,192000
Ford,Figo,7,61000,Diesel,Manual,20,1399,5,420000
Tata,Nexon,2,17000,Diesel,Manual,21.5,1497,5,715000
Maruti,Wagon R,15,64000,Petrol,Manual,21.79,998,5,120000
Hyundai,Creta,1,1500,Petrol,Manual,15.8,1591,5,955000
Hyundai,Creta,2,15000,Petrol,Manual,15.8,1591,5,1200000
Maruti,Swift,13,60000,Petrol,Manual,16.1,1298,5,190000
Maruti,Ertiga,2,40000,Diesel,Manual,24.2,1498,7,950000
Datsun,RediGO,4,21696,Petrol,Manual,22.7,799,5,290000
Hyundai,Santro,13,25000,Petrol,Manual,17.92,1086,5,119000
Hyundai,Elantra,8,67000,Diesel,Manual,14.59,1493,5,575000
Hyundai,Creta,3,40000,Diesel,Manual,20.5,1582,5,1295000
Toyota,Innova,6,57900,Diesel,Manual,12.99,2494,7,900000
Hyundai,i20,9,70000,Petrol,Manual,17,1197,5,300000
Hyundai,Creta,4,58000,Petrol,Manual,13,1591,5,1175000
Maruti,Swift,9,66100,Diesel,Manual,22.9,1248,5,275000
Toyota,Innova,15,179000,Diesel,Manual,12.8,2494,8,590000
Ford,Aspire,5,55000,Petrol,Manual,18.16,1196,5,460000
Hyundai,Verna,8,90000,Diesel,Manual,22.32,1582,5,530000
Hyundai,i20,4,41394,Petrol,Manual,17,1197,5,640000
Maruti,Celerio,7,27027,Petrol,Manual,23.1,998,5,370000
Volkswagen,Polo,8,58000,Diesel,Manual,22.07,1199,5,460000
Maruti,Alto,9,76154,Petrol,Manual,19.7,796,5,275000
Tata,Safari,7,75875,Diesel,Manual,14,2179,7,525000
Maruti,Wagon R,15,120000,Petrol,Manual,18.9,998,5,80000
Mahindra,KUV,3,5000,Petrol,Manual,18.15,1198,6,419000
Hyundai,Verna,11,50111,Diesel,Manual,16.2,1493,5,199000
Hyundai,i10,9,60000,Petrol,Manual,20.36,1197,5,300000
Maruti,Swift Dzire,6,49000,Diesel,Manual,26.59,1248,5,470000
Renault,KWID,3,10000,Petrol,Manual,23.01,999,5,380000
Maruti,Alto,6,22000,Petrol,Manual,22.74,796,5,249000
Toyota,Yaris,2,30000,Petrol,Automatic,17.8,1496,5,950000
Honda,City,12,57720,Petrol,Manual,17,1497,5,280000
Hyundai,i20,2,30000,Petrol,Manual,18.6,1197,5,635000
Tata,Tiago,4,10000,Petrol,Manual,23.84,1199,5,425000
Maruti,Swift Dzire,5,40000,Petrol,Manual,20.85,1197,5,500000
Hyundai,Santro,13,74000,Petrol,Manual,17.92,1086,5,150000
Ford,Ecosport,6,90000,Diesel,Manual,22.77,1498,5,565000
Maruti,Swift Dzire,5,70000,Diesel,Manual,26.59,1248,5,570000
Hyundai,i10,12,57000,Petrol,Manual,19.81,1086,5,180000
Maruti,Ciaz,4,62320,Diesel,Manual,28.09,1248,5,675000
Maruti,Alto,6,45000,Petrol,Manual,24.7,796,5,265000
Tata,Hexa,4,57000,Diesel,Manual,17.6,2179,7,1200000
Maruti,Baleno,4,80000,Diesel,Manual,27.39,1248,5,520000
Hyundai,Verna,10,46541,Petrol,Manual,17.43,1396,5,169000
Hyundai,i10,9,56468,Petrol,Manual,20.36,1197,5,268000
BMW,3,5,12000,Diesel,Automatic,13.2,1995,5,2300000
Volkswagen,Polo,5,34000,Petrol,Automatic,17.21,1197,5,650000
Honda,Amaze,2,2000,Petrol,Manual,19.5,1199,5,650000
Hyundai,i10,6,15000,LPG,Manual,19.2,1086,5,420000
Toyota,Innova,5,66240,Diesel,Manual,13.68,2393,7,1675000
Maruti,Swift Dzire,10,80000,Petrol,Manual,17.5,1197,5,221000
Hyundai,Santro,12,70521,LPG,Manual,13.45,1086,5,175000
Honda,City,5,55000,Petrol,Manual,17.8,1497,5,624000
Maruti,Baleno,2,10000,Petrol,Automatic,21.4,1197,5,850000
Hyundai,i20,11,50000,Petrol,Manual,18.5,1197,5,245000
Honda,Amaze,5,103000,Diesel,Manual,25.8,1498,5,525000
Hyundai,i20,3,40000,Diesel,Manual,21.19,1396,5,630000
Hyundai,Creta,6,90000,Diesel,Manual,21.38,1396,5,750000
Mahindra,XUV500,8,80000,Diesel,Manual,15.1,2179,7,700000
Maruti,Alto,4,28000,Petrol,Manual,24.7,796,5,340000
Ford,Figo,4,83000,Diesel,Manual,24.4,1499,5,650000
Mahindra,XUV500,5,80000,Diesel,Manual,16,2179,7,1090000
Mahindra,KUV,5,32000,Petrol,Manual,18.15,1198,6,385000
Toyota,Innova,11,43221,Diesel,Manual,12.99,2494,7,840000
Hyundai,Creta,5,16000,Diesel,Manual,19.67,1582,5,851000
Maruti,Swift,9,106600,Petrol,Manual,18.6,1197,5,300000
Maruti,Swift,6,89000,Diesel,Manual,25.2,1248,5,565000
Hyundai,Grand,3,7245,Petrol,Manual,18.9,1197,5,425000
Datsun,GO,3,9600,Petrol,Manual,19.83,1198,7,650000
Mahindra,XUV500,2,5000,Diesel,Manual,15.1,2179,7,1550000
Maruti,Alto,5,29289,Petrol,Manual,22.74,796,5,239000
Maruti,Swift Dzire,2,27000,Petrol,Manual,22,1197,5,550000
Toyota,Innova,11,77000,Diesel,Manual,12.8,2494,8,520000
BMW,3,8,38132,Diesel,Automatic,18.88,1995,5,1399000
Hyundai,Grand,12,59000,Diesel,Manual,24,1120,5,210000
Hyundai,Santro,2,20000,Petrol,Manual,20.3,1086,5,480000
Datsun,RediGO,3,50000,Petrol,Manual,22.7,799,5,250000
Maruti,Swift Dzire,8,145495,Diesel,Manual,23.4,1248,5,550000
Hyundai,Grand,2,36000,Petrol,Manual,18.9,1197,5,525000
Volkswagen,Polo,2,12600,Petrol,Manual,16.2,1199,5,625000
Maruti,Swift Dzire,6,120000,Diesel,Manual,26.59,1248,5,450000
Maruti,Swift,5,130130,Diesel,Manual,25.2,1248,5,400000
Renault,Duster,8,120000,Diesel,Manual,20.45,1461,5,340000
Datsun,RediGO,4,9500,Petrol,Manual,22.7,799,5,300000
Maruti,Swift Dzire,4,70000,Diesel,Manual,26.59,1248,5,590000
Tata,Safari,6,120000,Diesel,Manual,14,2179,7,620000
Maruti,Eeco,1,8001,Petrol,Manual,15.37,1196,5,425000
Maruti,Ertiga,7,79000,Diesel,Manual,20.77,1248,7,610000
Mahindra,XUV500,6,60000,Diesel,Manual,15.1,2179,7,660000
Maruti,Swift,4,48148,Petrol,Manual,18.6,1197,5,520000
Maruti,Wagon R,11,25000,Petrol,Manual,18.9,998,5,190000
Honda,Amaze,5,41200,Petrol,Manual,18.6,1199,5,349000
Maruti,Eeco,5,5000,Petrol,Manual,15.37,1196,5,308000
Honda,City,5,34000,Diesel,Manual,25.1,1498,5,629000
Maruti,Swift Dzire,6,57000,Diesel,Manual,26.59,1248,5,525000
Maruti,Ciaz,4,34000,Petrol,Manual,20.73,1373,5,795000
Hyundai,i20,7,72536,Petrol,Manual,17,1197,5,480000
Maruti,Ciaz,6,15000,Petrol,Manual,20.73,1373,5,610000
Maruti,Swift Dzire,6,30000,Petrol,Manual,20.85,1197,5,420000
Volkswagen,Vento,8,44000,Diesel,Manual,20.54,1598,5,365000
Toyota,Innova,3,70000,Diesel,Manual,13.68,2393,7,1850000
Hyundai,Creta,5,24000,Petrol,Manual,15.29,1591,5,750000
Maruti,Ertiga,9,90000,Diesel,Manual,20.77,1248,7,350000
Hyundai,i10,9,38452,Petrol,Manual,20.36,1197,5,219000
Hyundai,i20,8,34000,Diesel,Manual,21.9,1396,5,325000
Maruti,Swift,9,66001,Diesel,Manual,22.9,1248,5,275000
Maruti,Wagon R,13,28640,Petrol,Manual,18.9,998,5,166000
Toyota,Innova,14,175000,Diesel,Manual,12.8,2494,8,600000
Mahindra,Bolero,3,30000,Diesel,Manual,16.5,1493,7,750000
Maruti,Baleno,5,50000,Petrol,Manual,21.4,1197,5,575000
Ford,Ecosport,3,36000,Diesel,Manual,23,1498,5,825000
BMW,X1,4,40100,Diesel,Automatic,20.68,1995,5,2499000
Hyundai,i20,10,66692,Petrol,Manual,17,1197,5,310000
Maruti,Alto,5,8230,Petrol,Manual,20.92,998,5,270000
Renault,KWID,5,35000,Petrol,Manual,25.17,799,5,244000
Maruti,Swift Dzire,7,120000,Diesel,Manual,23.4,1248,5,440000
Hyundai,Creta,6,66500,Diesel,Manual,19.67,1582,5,750000
Ford,Freestyle,3,30000,Petrol,Manual,19,1194,5,630000
Maruti,Alto,4,7000,Petrol,Manual,23.95,998,5,300000
Maruti,Wagon R,9,60000,CNG,Manual,26.2,998,5,215000
Maruti,Swift Dzire,9,25000,Petrol,Manual,19.1,1197,5,540000
Mahindra,XUV300,1,2000,Diesel,Manual,20,1497,5,800000
Maruti,Swift Dzire,8,58000,Diesel,Manual,23.4,1248,5,420000
Maruti,Celerio,4,38963,Petrol,Manual,21.63,998,5,425000
Datsun,GO,6,30000,Petrol,Manual,20.63,1198,5,276000
Ford,Freestyle,3,63001,Diesel,Manual,23.8,1499,5,600000
BMW,X1,4,40000,Diesel,Automatic,19.62,1998,5,2499000
Maruti,Swift,7,57351,Diesel,Manual,22.9,1248,5,450000
Skoda,Superb,8,69000,Diesel,Automatic,17.2,1968,5,649000
Toyota,Fortuner,6,132000,Diesel,Manual,12.55,2982,7,1600000
Maruti,Wagon R,3,9450,Petrol,Automatic,20.51,998,5,412000
Mahindra,Scorpio,5,20000,Diesel,Manual,15.4,1997,7,879000
Maruti,Swift Dzire,5,78051,Petrol,Manual,20.85,1197,5,625000
Hyundai,Creta,2,19000,Petrol,Manual,13,1591,5,1075000
Honda,Amaze,7,46000,Petrol,Manual,18,1198,5,480000
Maruti,Ertiga,9,90000,Diesel,Manual,20.77,1248,7,450000
Hyundai,i20,10,70000,Diesel,Manual,21.9,1396,5,200000
Maruti,Celerio,5,35887,Petrol,Automatic,23.1,998,5,390000
Honda,Jazz,11,68000,Petrol,Manual,16,1198,5,230000
Maruti,Celerio,7,32000,Petrol,Manual,23.1,998,5,425000
Volkswagen,Polo,7,59000,Diesel,Manual,20.14,1498,5,490000
Hyundai,Verna,3,33000,Diesel,Manual,22,1582,5,1090000
Maruti,Wagon R,9,12000,Petrol,Manual,18.9,998,5,265000
Renault,KWID,4,70000,Petrol,Manual,23.01,999,5,345000
Honda,City,6,35000,Petrol,Manual,17.4,1497,5,600000
Maruti,Wagon R,7,40000,Petrol,Manual,20.51,998,5,300000
Mahindra,Thar,4,44000,Diesel,Manual,16.55,2498,6,699000
Volkswagen,Vento,6,43000,Petrol,Manual,15.04,1598,5,489000
Hyundai,Grand,3,30000,Petrol,Manual,18.9,1197,5,525000
Datsun,GO,3,9605,Petrol,Manual,19.83,1198,7,530000
Mercedes-Benz,E-Class,16,123374,Petrol,Automatic,11.2,2497,5,421000
Hyundai,Creta,4,195000,Diesel,Automatic,17.01,1582,5,1100000
Toyota,Fortuner,9,120000,Diesel,Manual,12.55,2982,7,1400000
Honda,Civic,15,82000,Petrol,Manual,13.5,1799,5,89000
Ford,Ecosport,7,78409,Petrol,Automatic,16.5,1499,5,560000
Tata,Nexon,2,25000,Diesel,Manual,21.5,1497,5,750000
Hyundai,i10,11,80000,Petrol,Manual,20.36,1197,5,160000
Honda,Amaze,4,80000,Petrol,Manual,17.8,1198,5,440000
Maruti,Baleno,3,33100,Petrol,Manual,21.4,1197,5,515000
Hyundai,Verna,10,50000,Petrol,Automatic,15.74,1591,5,450000
Maruti,Alto,2,5000,Petrol,Manual,23.95,998,5,420000
Audi,A6,8,51000,Diesel,Automatic,17.68,1968,5,1750000
Hyundai,Grand,4,15000,Petrol,Automatic,18.9,1197,5,550000
Ford,Aspire,5,37000,Petrol,Manual,18.16,1196,5,380000
Hyundai,i10,12,34402,Petrol,Manual,19.81,1086,5,240000
Maruti,Wagon R,14,42125,LPG,Manual,17.3,1061,5,120000
Toyota,Fortuner,9,60000,Diesel,Manual,12.55,2982,7,1400000
Renault,KWID,3,21400,Petrol,Manual,23.01,999,5,365000
Hyundai,Grand,4,30000,Petrol,Automatic,18.9,1197,5,575000
Honda,Amaze,3,36951,Diesel,Manual,24.7,1498,5,780000
Maruti,Swift Dzire,5,50000,Diesel,Manual,19.3,1248,5,525000
Hyundai,Creta,5,50000,Diesel,Manual,19.67,1582,5,750000
Hyundai,i10,6,40000,Petrol,Manual,19.81,1086,5,325000
BMW,3,9,50000,Diesel,Automatic,18.88,1995,5,1200000
Renault,KWID,6,32000,Petrol,Manual,20.71,799,5,245000
Honda,City,7,100000,Petrol,Manual,17.4,1497,5,600000
Datsun,GO,4,44000,Petrol,Manual,19.02,1198,5,255000
Hyundai,Creta,6,64907,Diesel,Manual,19.67,1582,5,800000
Honda,City,6,66983,Petrol,Manual,17.4,1497,5,550000
Ford,Figo,10,38256,Petrol,Manual,15.6,1196,5,220000
Toyota,Innova,4,30000,Diesel,Automatic,11.36,2755,7,1900000
Mahindra,Bolero,6,120000,Diesel,Manual,15.96,2523,9,473000
Renault,KWID,2,5000,Petrol,Manual,25.17,799,5,375000
Hyundai,Verna,4,23228,Petrol,Manual,17.43,1396,5,625000
Maruti,Alto,10,16300,Petrol,Manual,19.7,796,5,168000
Skoda,Rapid,4,50000,Diesel,Manual,21.13,1498,5,850000
Maruti,Wagon R,6,7830,Petrol,Manual,20.51,998,5,354000
Mahindra,Marazzo,2,18000,Diesel,Manual,17.3,1497,7,1025000
Honda,City,11,180000,Petrol,Manual,17,1497,5,400000
Maruti,Swift Dzire,2,10000,Diesel,Manual,28.4,1248,5,755000
Honda,City,11,50000,Petrol,Automatic,16.8,1497,5,310000
Hyundai,i20,5,65000,Petrol,Manual,17.19,1197,5,545000
Jeep,Compass,4,52000,Diesel,Manual,16.3,1956,5,1549000
Mahindra,Thar,3,36000,Diesel,Manual,18.06,2523,7,745000
Maruti,Alto,5,60000,Petrol,Manual,23.95,998,5,270000
Honda,City,6,35000,Petrol,Manual,17.8,1497,5,570000
Maruti,Wagon R,14,53000,Petrol,Manual,18.9,1061,5,121000
Hyundai,i20,8,33135,Petrol,Manual,18.5,1197,5,325000
Maruti,Eeco,11,7000,Petrol,Manual,15.37,1196,7,230000
Maruti,Alto,13,110000,Petrol,Manual,19.7,796,5,85000
Honda,City,5,55555,Petrol,Manual,17,1497,5,590000
Hyundai,Grand,3,48000,Diesel,Manual,24,1186,5,625000
Maruti,Alto,2,15000,Petrol,Manual,24.7,796,5,310000
Maruti,Alto,11,29000,Petrol,Manual,19.7,796,5,150000
Hyundai,Grand,6,42715,Petrol,Manual,18.9,1197,5,410000
Maruti,Ciaz,4,67238,Diesel,Manual,28.09,1248,5,675000
Hyundai,i20,5,100000,Diesel,Manual,22.54,1396,5,550000
Mahindra,KUV,4,35000,Petrol,Manual,18.15,1198,6,450000
